N_MEASUREMENT,LATITUDE,LONGITUDE,PRES,TEMP,PSAL
950,,,1981.0,3.768,34.992
951,,,1981.0,3.768,34.992
952,,,1763.0,4.076,34.998
953,,,1639.0,4.281,35.003
954,,,1413.0,4.841,35.017
955,,,1288.0,5.104,34.994
956,,,1064.0,5.905,34.959
957,,,938.0,6.384,34.88
958,,,713.0,8.224,34.993
959,,,589.0,9.894,35.177
960,,,413.0,14.743,36.002
961,,,325.0,16.859,36.355
962,,,235.0,18.866,36.646
963,,,185.0,20.17,36.778
964,,,115.0,24.105,37.3
965,,,66.0,26.093,37.2
966,,,15.0,28.421,35.782
967,,,3.0,28.422,35.776
968,,,,,
969,,,,,
970,,,,,
971,18.593,-59.124000000000024,,,
972,18.605,-59.11500000000001,,,
973,18.6,-59.108000000000004,,,
974,18.644,-59.06999999999999,,,
975,18.665,-59.072,,,
976,18.659,-59.059000000000026,,,
977,18.69,-59.02999999999997,,,
978,18.704,-59.007000000000005,,,
979,18.7,-59.009000000000015,,,
980,18.706,-58.98200000000003,,,
981,18.714,-58.93900000000002,,,
982,18.717,-58.918000000000006,,,
983,,,,,
984,,,,,
985,,,,,
986,,,,,
987,,,40.0,,
988,,,620.0,,
989,,,,,
990,,,545.0,11.945,35.564
991,,,640.0,9.673,35.207
992,,,555.0,11.613,35.519
993,,,535.0,11.906,35.573
994,,,546.0,11.807,35.545
995,,,639.0,9.619,35.201
996,,,646.0,9.472,35.186
997,,,485.0,13.208,35.749
998,,,627.0,9.718,35.224
999,,,636.0,9.141,35.131
1000,,,618.0,10.112,35.273
1001,,,588.0,11.153,35.44
1002,,,590.0,11.023,35.416
1003,,,595.0,10.557,35.343
1004,,,598.0,10.554,35.344
1005,,,598.0,10.532,35.337
1006,,,611.0,10.106,35.274
1007,,,611.0,10.112,35.274
1008,,,604.0,10.555,35.345
1009,,,611.0,10.078,35.27
1010,,,628.0,9.433,35.168
1011,,,631.0,9.457,35.174
1012,,,605.0,10.551,35.343
1013,,,602.0,10.551,35.343
1014,,,609.0,10.113,35.274
1015,,,614.0,10.112,35.275
1016,,,616.0,10.115,35.274
1017,,,,,
1018,,,485.0,,
1019,,,664.0,,
1020,,,599.37036,10.489482,35.335777
1021,,,2010.0,,
1022,,,,,
1023,,,,,
1024,,,2000.0,,
1025,,,2010.0,,
1026,,,2005.0,3.688,34.989
1027,,,2005.0,3.688,34.989
1028,,,1838.0,3.926,34.992
1029,,,1663.0,4.257,34.998
1030,,,1488.0,4.732,35.013
1031,,,1313.0,5.146,34.997
1032,,,1138.0,5.487,34.924
1033,,,1013.0,5.678,34.848
1034,,,838.0,6.281,34.811
1035,,,663.0,9.068,35.122
1036,,,488.0,13.185,35.751
1037,,,363.0,15.964,36.205
1038,,,265.0,17.987,36.529
1039,,,215.0,19.287,36.729
1040,,,126.0,23.189,37.312
1041,,,75.0,24.923,37.31
1042,,,10.0,28.033,36.127
1043,,,5.0,28.027,36.13
1044,,,,,
1045,,,,,
1046,,,,,
1047,18.515,-58.77999999999997,,,
1048,18.507,-58.77999999999997,,,
1049,18.502,-58.76799999999997,,,
1050,18.495,-58.75999999999999,,,
1051,18.489,-58.75799999999998,,,
1052,18.484,-58.74599999999998,,,
1053,18.478,-58.74599999999998,,,
1054,18.475,-58.74000000000001,,,
1055,18.465,-58.74000000000001,,,
1056,18.451,-58.73599999999999,,,
1057,18.439,-58.733000000000004,,,
1058,,,,,
1059,,,,,
1060,,,,,
1061,,,,,
1062,,,70.0,,
1063,,,590.0,,
1064,,,,,
1065,,,643.0,9.869,35.267
1066,,,644.0,9.817,35.257
1067,,,591.0,10.434,35.331
1068,,,553.0,11.763,35.534
1069,,,607.0,10.805,35.401
1070,,,562.0,11.22,35.446
1071,,,571.0,10.591,35.355
1072,,,634.0,9.439,35.232
1073,,,582.0,11.108,35.433
1074,,,572.0,11.113,35.445
1075,,,585.0,10.448,35.34
1076,,,581.0,11.42,35.48
1077,,,570.0,11.599,35.51
1078,,,573.0,10.914,35.41
1079,,,596.0,10.184,35.305
1080,,,600.0,10.148,35.292
1081,,,588.0,11.0,35.421
1082,,,583.0,11.044,35.424
1083,,,577.0,11.008,35.42
1084,,,595.0,10.517,35.347
1085,,,590.0,10.883,35.402
1086,,,588.0,10.667,35.379
1087,,,593.0,10.454,35.339
1088,,,598.0,10.274,35.32
1089,,,588.0,10.964,35.417
1090,,,588.0,10.821,35.397
1091,,,589.0,10.942,35.41
1092,,,581.0,10.841,35.402
1093,,,,,
1094,,,506.0,,
1095,,,652.0,,
1096,,,590.0714,10.724536,35.382713
1097,,,1980.0,,
1098,,,,,
1099,,,,,
1100,,,1970.0,,
1101,,,1980.0,,
1102,,,1983.0,3.692,34.989
1103,,,1983.0,3.692,34.989
1104,,,1863.0,3.886,34.996
1105,,,1638.0,4.285,35.004
1106,,,1513.0,4.566,35.012
1107,,,1288.0,5.125,35.003
1108,,,1163.0,5.441,34.959
1109,,,988.0,5.879,34.845
1110,,,863.0,6.578,34.853
1111,,,638.0,9.477,35.194
1112,,,513.0,12.43,35.637
1113,,,346.0,16.403,36.281
1114,,,276.0,18.105,36.554
1115,,,206.0,19.744,36.796
1116,,,155.0,22.503,37.159
1117,,,85.0,25.244,37.356
1118,,,35.0,28.051,36.083
1119,,,6.0,28.041,36.082
1120,,,,,
1121,,,,,
1122,,,,,
1123,18.332,-58.74599999999998,,,
1124,18.333,-58.75,,,
1125,18.334,-58.74799999999999,,,
1126,18.334,-58.754999999999995,,,
1127,18.337,-58.757000000000005,,,
1128,18.341,-58.75599999999997,,,
1129,18.342,-58.76600000000002,,,
1130,18.348,-58.76400000000001,,,
1131,18.351,-58.76999999999998,,,
1132,18.353,-58.771000000000015,,,
1133,18.353,-58.769000000000005,,,
1134,18.358,-58.77499999999998,,,
1135,,,,,
1136,,,,,
1137,,,,,
1138,,,,,
1139,,,50.0,,
1140,,,630.0,,
1141,,,,,
1142,,,615.0,9.787,35.229
1143,,,619.0,9.909,35.257
1144,,,612.0,10.097,35.27
1145,,,610.0,10.096,35.271
1146,,,610.0,10.548,35.343
1147,,,617.0,9.55,35.191
1148,,,631.0,9.381,35.168
1149,,,634.0,9.43,35.171
1150,,,634.0,9.44,35.173
1151,,,630.0,9.481,35.182
1152,,,631.0,9.408,35.174
1153,,,634.0,9.427,35.17
1154,,,638.0,9.434,35.171
1155,,,632.0,9.399,35.171
1156,,,632.0,9.393,35.172
1157,,,635.0,9.468,35.179
1158,,,636.0,9.396,35.168
1159,,,633.0,9.599,35.201
1160,,,634.0,9.414,35.174
1161,,,637.0,9.432,35.172
1162,,,628.0,9.753,35.227
1163,,,621.0,10.088,35.267
1164,,,635.0,9.456,35.182
1165,,,631.0,9.43,35.193
1166,,,637.0,9.425,35.178
1167,,,633.0,9.695,35.213
1168,,,,,
1169,,,541.0,,
1170,,,642.0,,
1171,,,628.4231,9.612923,35.202576
1172,,,2000.0,,
1173,,,,,
1174,,,,,
1175,,,1990.0,,
1176,,,2000.0,,
1177,,,1989.0,3.702,34.989
1178,,,1989.0,3.702,34.989
1179,,,1863.0,3.896,34.996
1180,,,1638.0,4.288,35.002
1181,,,1512.0,4.548,35.012
1182,,,1289.0,5.183,35.005
1183,,,1163.0,5.457,34.949
1184,,,988.0,5.797,34.857
1185,,,813.0,6.447,34.822
1186,,,638.0,9.216,35.144
1187,,,513.0,12.518,35.653
1188,,,346.0,16.17,36.242
1189,,,275.0,17.945,36.534
1190,,,205.0,19.777,36.811
1191,,,136.0,22.823,37.178
1192,,,85.0,26.009,37.369
1193,,,15.0,28.039,36.158
1194,,,6.0,28.026,36.156
1195,,,,,
1196,,,,,
1197,,,,,
1198,18.298,-58.82900000000001,,,
1199,18.294,-58.83499999999998,,,
1200,18.295,-58.834,,,
1201,18.295,-58.83499999999998,,,
1202,18.294,-58.839,,,
1203,18.296,-58.839999999999975,,,
1204,18.296,-58.84300000000002,,,
1205,18.298,-58.84500000000003,,,
1206,18.298,-58.843999999999994,,,
1207,18.298,-58.84899999999999,,,
1208,18.296,-58.851,,,
1209,18.298,-58.855999999999995,,,
1210,18.292,-58.86500000000001,,,
1211,,,,,
1212,,,,,
1213,,,,,
1214,,,,,
1215,,,60.0,,
1216,,,630.0,,
1217,,,,,
1218,,,616.0,9.615,35.205
1219,,,625.0,9.681,35.209
1220,,,626.0,9.654,35.207
1221,,,625.0,9.54,35.189
1222,,,629.0,9.476,35.18
1223,,,640.0,9.447,35.173
1224,,,628.0,9.553,35.192
1225,,,631.0,9.426,35.175
1226,,,634.0,9.417,35.175
1227,,,635.0,9.605,35.196
1228,,,631.0,9.511,35.185
1229,,,625.0,9.737,35.22
1230,,,640.0,9.297,35.152
1231,,,641.0,9.082,35.132
1232,,,647.0,9.018,35.117
1233,,,612.0,10.047,35.259
1234,,,595.0,10.389,35.313
1235,,,591.0,10.33,35.31
1236,,,596.0,10.115,35.275
1237,,,599.0,10.191,35.286
1238,,,606.0,10.106,35.274
1239,,,602.0,10.078,35.268
1240,,,600.0,10.106,35.272
1241,,,607.0,9.754,35.226
1242,,,603.0,10.01,35.26
1243,,,613.0,9.908,35.24
1244,,,611.0,9.748,35.222
1245,,,,,
1246,,,588.0,,
1247,,,653.0,,
1248,,,618.8148,9.734852,35.218964
1249,,,2000.0,,
1250,,,,,
1251,,,,,
1252,,,1990.0,,
1253,,,2000.0,,
1254,,,2002.0,3.695,34.987
1255,,,2002.0,3.695,34.987
1256,,,1788.0,4.033,34.995
1257,,,1663.0,4.264,35.0
1258,,,1438.0,4.815,35.012
1259,,,1313.0,5.126,35.006
1260,,,1088.0,5.569,34.9
1261,,,963.0,5.931,34.84
1262,,,738.0,7.746,34.97
1263,,,613.0,9.816,35.238
1264,,,438.0,14.257,35.926
1265,,,335.0,16.459,36.284
1266,,,245.0,18.687,36.657
1267,,,196.0,20.092,36.853
1268,,,106.0,24.655,37.343
1269,,,56.0,27.209,37.356
1270,,,8.0,28.289,36.126
1271,,,3.0,28.284,36.125
1272,,,,,
1273,,,,,
1274,,,,,
1275,18.263,-58.90300000000002,,,
1276,18.266,-58.90199999999999,,,
1277,18.271,-58.90100000000001,,,
1278,18.279,-58.906000000000006,,,
1279,18.28,-58.910000000000025,,,
1280,18.284,-58.911,,,
1281,18.29,-58.918000000000006,,,
1282,18.294,-58.91500000000002,,,
1283,18.298,-58.92099999999999,,,
1284,18.303,-58.92500000000001,,,
1285,18.306,-58.916,,,
1286,18.305,-58.911,,,
1287,,,,,
1288,,,,,
1289,,,,,
1290,,,,,
1291,,,50.0,,
1292,,,570.0,,
1293,,,,,
1294,,,641.0,9.43,35.189
1295,,,603.0,10.115,35.283
1296,,,607.0,10.059,35.273
1297,,,609.0,9.743,35.229
1298,,,612.0,10.112,35.279
1299,,,600.0,10.193,35.295
1300,,,611.0,10.076,35.272
1301,,,612.0,9.826,35.239
1302,,,593.0,10.785,35.381
1303,,,595.0,10.576,35.351
1304,,,606.0,10.147,35.289
1305,,,616.0,9.651,35.215
1306,,,621.0,9.638,35.214
1307,,,613.0,9.949,35.26
1308,,,623.0,9.463,35.194
1309,,,637.0,9.257,35.153
1310,,,621.0,9.913,35.253
1311,,,604.0,10.477,35.339
1312,,,611.0,10.038,35.27
1313,,,607.0,10.152,35.291
1314,,,603.0,10.6,35.36
1315,,,604.0,10.416,35.328
1316,,,618.0,9.824,35.242
1317,,,636.0,9.051,35.124
1318,,,644.0,9.047,35.121
1319,,,644.0,9.138,35.134
1320,,,644.0,9.135,35.132
1321,,,647.0,9.087,35.126
1322,,,,,
1323,,,572.0,,
1324,,,656.0,,
1325,,,617.2143,9.8535,35.244144
1326,,,2000.0,,
1327,,,,,
1328,,,,,
1329,,,1990.0,,
1330,,,2000.0,,
1331,,,2001.0,3.612,34.98
1332,,,2001.0,3.612,34.98
1333,,,1838.0,3.86,34.987
1334,,,1663.0,4.163,34.999
1335,,,1488.0,4.551,35.01
1336,,,1313.0,5.132,35.004
1337,,,1138.0,5.495,34.929
1338,,,963.0,5.873,34.842
1339,,,788.0,6.802,34.844
1340,,,613.0,9.982,35.262
1341,,,488.0,13.09,35.743
1342,,,335.0,16.223,36.244
1343,,,265.0,17.904,36.532
1344,,,195.0,19.78,36.785
1345,,,125.0,23.63,37.264
1346,,,75.0,25.904,37.239
1347,,,10.0,28.3,35.977
1348,,,5.0,28.297,35.978
1349,,,,,
1350,,,,,
1351,,,,,
1352,18.22,-58.92399999999998,,,
1353,18.221,-58.92399999999998,,,
1354,18.227,-58.92399999999998,,,
1355,18.227,-58.923,,,
1356,18.229,-58.922000000000025,,,
1357,18.231,-58.920000000000016,,,
1358,18.231,-58.920000000000016,,,
1359,18.235,-58.91899999999998,,,
1360,18.237,-58.91699999999997,,,
1361,18.242,-58.91500000000002,,,
1362,18.236,-58.92099999999999,,,
1363,,,,,
1364,,,,,
1365,,,,,
1366,,,,,
1367,,,60.0,,
1368,,,630.0,,
1369,,,,,
1370,,,642.0,9.812,35.239
1371,,,644.0,9.585,35.224
1372,,,587.0,10.643,35.361
1373,,,614.0,9.945,35.254
1374,,,610.0,10.194,35.299
1375,,,591.0,10.649,35.366
1376,,,647.0,9.268,35.166
1377,,,613.0,9.556,35.191
1378,,,608.0,9.814,35.234
1379,,,604.0,9.947,35.245
1380,,,600.0,9.767,35.241
1381,,,590.0,10.408,35.327
1382,,,579.0,10.954,35.408
1383,,,586.0,10.302,35.312
1384,,,595.0,10.255,35.301
1385,,,596.0,10.083,35.282
1386,,,593.0,10.714,35.371
1387,,,574.0,11.253,35.457
1388,,,572.0,11.209,35.448
1389,,,591.0,10.226,35.298
1390,,,597.0,10.207,35.294
1391,,,597.0,10.131,35.287
1392,,,601.0,9.768,35.231
1393,,,602.0,10.125,35.285
1394,,,599.0,10.217,35.296
1395,,,601.0,10.2,35.294
1396,,,598.0,10.225,35.297
1397,,,,,
1398,,,502.0,,
1399,,,657.0,,
1400,,,601.14813,10.202111,35.296593
1401,,,2000.0,,
1402,,,,,
1403,,,,,
1404,,,1990.0,,
1405,,,2000.0,,
1406,,,2002.0,3.641,34.982
1407,,,2002.0,3.641,34.982
1408,,,1838.0,3.871,34.989
1409,,,1663.0,4.149,34.995
1410,,,1488.0,4.567,35.009
1411,,,1313.0,5.012,35.006
1412,,,1138.0,5.473,34.942
1413,,,1013.0,5.65,34.87
1414,,,838.0,6.188,34.786
1415,,,663.0,8.418,35.048
1416,,,538.0,11.727,35.531
1417,,,363.0,15.735,36.166
1418,,,305.0,17.139,36.407
1419,,,216.0,19.538,36.782
1420,,,166.0,21.403,37.039
1421,,,75.0,26.577,37.296
1422,,,46.0,28.484,36.24
1423,,,5.0,28.459,36.021
1424,,,0.0,28.448,36.027
1425,,,,,
1426,,,,,
1427,,,,,
1428,18.202,-58.886000000000024,,,
1429,18.204,-58.889999999999986,,,
1430,18.198,-58.898000000000025,,,
1431,18.201,-58.894000000000005,,,
1432,18.202,-58.894000000000005,,,
1433,18.201,-58.89999999999998,,,
1434,18.201,-58.90199999999999,,,
1435,18.2,-58.90499999999997,,,
1436,18.202,-58.90699999999998,,,
1437,18.204,-58.90699999999998,,,
1438,18.206,-58.91500000000002,,,
1439,18.205,-58.91300000000001,,,
1440,18.207,-58.91899999999998,,,
1441,,,,,
1442,,,,,
1443,,,,,
1444,,,,,
1445,,,40.0,,
1446,,,580.0,,
1447,,,,,
1448,,,637.0,9.2,35.159
1449,,,567.0,10.931,35.407
1450,,,605.0,9.856,35.252
1451,,,629.0,9.551,35.202
1452,,,636.0,9.207,35.153
1453,,,645.0,9.059,35.127
1454,,,528.0,12.044,35.595
1455,,,571.0,10.809,35.382
1456,,,646.0,9.441,35.216
1457,,,612.0,10.143,35.292
1458,,,559.0,11.146,35.441
1459,,,557.0,11.256,35.458
1460,,,558.0,11.147,35.441
1461,,,564.0,11.028,35.423
1462,,,570.0,10.567,35.356
1463,,,587.0,10.236,35.297
1464,,,578.0,11.027,35.42
1465,,,591.0,10.508,35.336
1466,,,522.0,12.082,35.596
1467,,,574.0,10.796,35.386
1468,,,628.0,9.539,35.198
1469,,,625.0,9.51,35.197
1470,,,636.0,9.385,35.178
1471,,,626.0,9.71,35.224
1472,,,622.0,9.609,35.208
1473,,,637.0,9.173,35.149
1474,,,636.0,9.227,35.153
1475,,,,,
1476,,,464.0,,
1477,,,656.0,,
1478,,,598.0,10.229148,35.30541
1479,,,2000.0,,
1480,,,,,
1481,,,,,
1482,,,1990.0,,
1483,,,2000.0,,
1484,,,1988.0,3.661,34.983
1485,,,1988.0,3.661,34.983
1486,,,1813.0,3.972,34.989
1487,,,1638.0,4.348,35.002
1488,,,1463.0,4.774,35.015
1489,,,1288.0,5.226,34.993
1490,,,1113.0,5.565,34.927
1491,,,988.0,5.727,34.846
1492,,,813.0,6.453,34.809
1493,,,638.0,9.007,35.12
1494,,,513.0,12.52,35.661
1495,,,345.0,16.183,36.239
1496,,,275.0,17.804,36.511
1497,,,205.0,19.489,36.761
1498,,,135.0,22.47,37.172
1499,,,65.0,26.731,37.063
1500,,,15.0,28.469,35.483
1501,,,4.0,28.468,35.166
1502,,,,,
1503,,,,,
1504,,,,,
1505,18.213,-59.05099999999999,,,
1506,18.213,-59.04899999999998,,,
1507,18.212,-59.047000000000025,,,
1508,18.213,-59.04199999999997,,,
1509,18.213,-59.041,,,
1510,18.213,-59.04000000000002,,,
1511,18.213,-59.03399999999999,,,
1512,18.214,-59.031000000000006,,,
1513,18.219,-59.031000000000006,,,
1514,18.216,-59.035000000000025,,,
1515,18.216,-59.02999999999997,,,
1516,18.218,-59.03399999999999,,,
1517,,,,,
1518,,,,,
1519,,,,,
1520,,,,,
1521,,,30.0,,
1522,,,580.0,,
1523,,,,,
1524,,,520.0,12.03,35.584
1525,,,611.0,9.597,35.209
1526,,,577.0,10.554,35.36
1527,,,582.0,10.381,35.327
1528,,,578.0,10.562,35.35
1529,,,565.0,11.117,35.432
1530,,,551.0,11.5,35.503
1531,,,640.0,9.402,35.184
1532,,,641.0,9.29,35.166
1533,,,641.0,9.011,35.132
1534,,,646.0,9.078,35.135
1535,,,647.0,9.023,35.131
1536,,,645.0,9.098,35.134
1537,,,505.0,12.32,35.616
1538,,,585.0,10.132,35.281
1539,,,558.0,11.321,35.467
1540,,,526.0,12.073,35.584
1541,,,620.0,9.707,35.228
1542,,,628.0,9.714,35.224
1543,,,617.0,10.146,35.284
1544,,,620.0,9.61,35.221
1545,,,625.0,9.535,35.211
1546,,,635.0,9.357,35.182
1547,,,631.0,9.596,35.215
1548,,,632.0,9.435,35.191
1549,,,632.0,9.526,35.207
1550,,,631.0,9.583,35.206
1551,,,632.0,9.625,35.211
1552,,,,,
1553,,,461.0,,
1554,,,658.0,,
1555,,,604.3214,10.082964,35.28482
1556,,,1990.0,,
1557,,,,,
1558,,,,,
1559,,,1980.0,,
1560,,,1990.0,,
1561,,,1985.0,3.657,34.983
1562,,,1985.0,3.657,34.983
1563,,,1813.0,3.919,34.989
1564,,,1638.0,4.209,34.997
1565,,,1463.0,4.678,35.01
1566,,,1288.0,5.147,34.997
1567,,,1113.0,5.514,34.928
1568,,,988.0,5.726,34.833
1569,,,763.0,6.814,34.822
1570,,,638.0,9.389,35.186
1571,,,463.0,13.279,35.768
1572,,,346.0,16.081,36.227
1573,,,255.0,18.157,36.584
1574,,,206.0,19.856,36.845
1575,,,116.0,23.951,37.285
1576,,,65.0,26.794,37.157
1577,,,9.0,28.471,35.574
1578,,,4.0,28.466,35.575
1579,,,,,
1580,,,,,
1581,,,,,
1582,18.265,-59.093999999999994,,,
1583,18.268,-59.09500000000003,,,
1584,18.271,-59.08499999999998,,,
1585,18.283,-59.091999999999985,,,
1586,18.283,-59.096000000000004,,,
1587,18.289,-59.07600000000002,,,
1588,18.291,-59.084,,,
1589,18.295,-59.08300000000003,,,
1590,18.298,-59.07499999999999,,,
1591,18.298,-59.07400000000001,,,
1592,18.298,-59.072,,,
1593,18.3,-59.07499999999999,,,
1594,18.299,-59.06700000000001,,,
1595,18.303,-59.06299999999999,,,
1596,,,,,
1597,,,,,
1598,,,,,
1599,,,,,
1600,,,40.0,,
1601,,,630.0,,
1602,,,,,
1603,,,604.0,10.241,35.312
1604,,,605.0,10.176,35.302
1605,,,608.0,10.055,35.283
1606,,,609.0,10.236,35.305
1607,,,613.0,10.014,35.278
1608,,,611.0,9.59,35.204
1609,,,624.0,9.604,35.219
1610,,,620.0,9.762,35.24
1611,,,622.0,9.81,35.247
1612,,,621.0,9.816,35.248
1613,,,626.0,9.832,35.251
1614,,,617.0,9.964,35.27
1615,,,618.0,10.03,35.279
1616,,,617.0,10.103,35.287
1617,,,617.0,9.974,35.273
1618,,,616.0,10.023,35.279
1619,,,620.0,9.865,35.258
1620,,,633.0,9.315,35.173
1621,,,654.0,8.661,35.077
1622,,,565.0,10.998,35.422
1623,,,604.0,10.158,35.299
1624,,,604.0,10.117,35.291
1625,,,608.0,10.153,35.297
1626,,,604.0,10.657,35.365
1627,,,589.0,10.88,35.408
1628,,,599.0,10.341,35.325
1629,,,606.0,9.861,35.258
1630,,,,,
1631,,,547.0,,
1632,,,654.0,,
1633,,,612.37036,10.00874,35.275925
1634,,,2000.0,,
1635,,,,,
1636,,,,,
1637,,,1990.0,,
1638,,,2000.0,,
1639,,,2003.0,3.666,34.983
1640,,,2003.0,3.666,34.983
1641,,,1788.0,3.966,34.99
1642,,,1663.0,4.228,34.998
1643,,,1438.0,4.729,35.01
1644,,,1313.0,5.1,35.003
1645,,,1088.0,5.579,34.918
1646,,,963.0,5.797,34.829
1647,,,738.0,7.323,34.896
1648,,,614.0,9.914,35.261
1649,,,438.0,14.156,35.904
1650,,,335.0,16.458,36.289
1651,,,246.0,18.501,36.634
1652,,,195.0,20.225,36.887
1653,,,125.0,23.984,37.268
1654,,,76.0,26.831,36.867
1655,,,25.0,28.174,35.856
1656,,,3.0,28.164,35.857
1657,,,,,
1658,,,,,
1659,,,,,
1660,18.427,-59.170000000000016,,,
1661,18.424,-59.16899999999998,,,
1662,18.426,-59.16699999999997,,,
1663,18.415,-59.178999999999974,,,
1664,18.414,-59.18000000000001,,,
1665,18.41,-59.185,,,
1666,18.408,-59.185,,,
1667,18.406,-59.19200000000001,,,
1668,18.4,-59.197,,,
1669,18.402,-59.196000000000026,,,
1670,18.395,-59.202999999999975,,,
1671,18.391,-59.21199999999999,,,
1672,,,,,
1673,,,,,
1674,,,,,
1675,,,,,
1676,,,60.0,,
1677,,,650.0,,
1678,,,,,
1679,,,574.0,10.74,35.379
1680,,,564.0,11.054,35.427
1681,,,566.0,11.394,35.476
1682,,,552.0,11.686,35.524
1683,,,559.0,11.486,35.494
1684,,,567.0,11.074,35.429
1685,,,572.0,10.953,35.411
1686,,,571.0,11.014,35.424
1687,,,579.0,10.633,35.363
1688,,,570.0,11.072,35.427
1689,,,572.0,11.044,35.426
1690,,,566.0,11.357,35.475
1691,,,572.0,10.993,35.418
1692,,,573.0,10.745,35.386
1693,,,591.0,10.69,35.371
1694,,,574.0,11.15,35.44
1695,,,571.0,11.082,35.435
1696,,,571.0,10.97,35.42
1697,,,590.0,10.378,35.322
1698,,,585.0,10.559,35.352
1699,,,581.0,10.844,35.398
1700,,,578.0,11.057,35.427
1701,,,575.0,10.908,35.387
1702,,,589.0,10.531,35.344
1703,,,581.0,11.029,35.423
1704,,,576.0,11.047,35.424
1705,,,,,
1706,,,548.0,,
1707,,,595.0,,
1708,,,573.8077,10.980385,35.415462
1709,,,1990.0,,
1710,,,,,
1711,,,,,
1712,,,1980.0,,
1713,,,1990.0,,
1714,,,1983.0,3.716,34.984
1715,,,1983.0,3.716,34.984
1716,,,1863.0,3.879,34.988
1717,,,1637.0,4.256,34.998
1718,,,1513.0,4.559,35.008
1719,,,1288.0,5.192,34.997
1720,,,1163.0,5.462,34.94
1721,,,988.0,5.729,34.836
1722,,,813.0,6.42,34.794
1723,,,638.0,9.016,35.123
1724,,,513.0,12.311,35.62
1725,,,345.0,16.406,36.28
1726,,,276.0,17.817,36.526
1727,,,205.0,20.087,36.867
1728,,,135.0,23.836,37.241
1729,,,86.0,26.405,37.012
1730,,,16.0,28.068,35.874
1731,,,6.0,28.068,35.876
1732,,,,,
1733,,,,,
1734,,,,,
1735,18.536,-59.367999999999995,,,
1736,18.533,-59.37299999999999,,,
1737,18.529,-59.37700000000001,,,
1738,18.529,-59.37700000000001,,,
1739,18.528,-59.379999999999995,,,
1740,18.522,-59.387,,,
1741,18.524,-59.387,,,
1742,18.525,-59.389999999999986,,,
1743,18.523,-59.394000000000005,,,
1744,18.526,-59.39999999999998,,,
1745,18.525,-59.40699999999998,,,
1746,18.536,-59.41899999999998,,,
1747,,,,,
1748,,,,,
1749,,,,,
1750,,,,,
1751,,,60.0,,
1752,,,580.0,,
1753,,,,,
1754,,,625.0,10.003,35.266
1755,,,619.0,9.845,35.244
1756,,,596.0,10.398,35.334
1757,,,578.0,11.225,35.457
1758,,,582.0,10.41,35.339
1759,,,601.0,9.768,35.24
1760,,,625.0,10.003,35.267
1761,,,589.0,11.395,35.482
1762,,,566.0,11.58,35.511
1763,,,572.0,11.088,35.435
1764,,,588.0,10.844,35.397
1765,,,587.0,10.815,35.397
1766,,,595.0,10.57,35.359
1767,,,600.0,10.29,35.318
1768,,,598.0,10.282,35.315
1769,,,600.0,10.283,35.315
1770,,,605.0,10.244,35.307
1771,,,607.0,10.189,35.3
1772,,,605.0,10.576,35.357
1773,,,587.0,11.161,35.448
1774,,,586.0,10.874,35.405
1775,,,598.0,10.777,35.389
1776,,,599.0,10.697,35.377
1777,,,589.0,10.857,35.405
1778,,,601.0,10.128,35.295
1779,,,621.0,9.69,35.222
1780,,,619.0,9.717,35.227
1781,,,616.0,10.336,35.32
1782,,,,,
1783,,,491.0,,
1784,,,655.0,,
1785,,,598.3571,10.501607,35.347427
1786,,,1990.0,,
1787,,,,,
1788,,,,,
1789,,,1980.0,,
1790,,,1990.0,,
1791,,,1986.0,3.686,34.984
1792,,,1986.0,3.686,34.984
1793,,,1863.0,3.859,34.987
1794,,,1638.0,4.22,34.997
1795,,,1513.0,4.55,35.008
1796,,,1288.0,5.17,35.007
1797,,,1163.0,5.433,34.976
1798,,,987.0,5.716,34.845
1799,,,863.0,6.237,34.801
1800,,,638.0,9.426,35.182
1801,,,513.0,12.772,35.697
1802,,,346.0,16.262,36.254
1803,,,275.0,18.072,36.566
1804,,,206.0,20.203,36.891
1805,,,135.0,23.031,37.201
1806,,,85.0,26.144,37.233
1807,,,15.0,28.251,35.852
1808,,,6.0,28.254,35.833
1809,,,,,
1810,,,,,
1811,,,,,
1812,18.699,-59.565,,,
1813,18.7,-59.565,,,
1814,18.696,-59.56099999999998,,,
1815,18.694,-59.56900000000002,,,
1816,18.695,-59.557000000000016,,,
1817,18.691,-59.553,,,
1818,18.691,-59.553999999999974,,,
1819,18.69,-59.55000000000001,,,
1820,18.687,-59.547000000000025,,,
1821,18.68,-59.54599999999999,,,
1822,,,,,
1823,,,,,
1824,,,,,
1825,,,,,
1826,,,50.0,,
1827,,,590.0,,
1828,,,,,
1829,,,648.0,9.297,35.162
1830,,,628.0,10.011,35.268
1831,,,582.0,11.218,35.45
1832,,,574.0,11.395,35.478
1833,,,571.0,11.102,35.437
1834,,,588.0,10.663,35.368
1835,,,587.0,10.813,35.388
1836,,,588.0,10.731,35.379
1837,,,590.0,10.689,35.373
1838,,,591.0,10.521,35.349
1839,,,597.0,10.709,35.376
1840,,,583.0,11.32,35.468
1841,,,573.0,11.377,35.475
1842,,,582.0,10.947,35.414
1843,,,591.0,10.686,35.374
1844,,,591.0,10.808,35.391
1845,,,590.0,11.017,35.42
1846,,,589.0,10.921,35.409
1847,,,600.0,10.389,35.331
1848,,,597.0,10.704,35.372
